[29-05:10:00:00.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1011] [SRC_HO_P] [MRO] AMF_UE_ID: 2011, RSRP_SOURCE: 83, RSRP_TARGET: 80, RSRQ_SOURCE: 15, RSRQ_TARGET: 13, LOAD_SOURCE: 2, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 0, HO_MARGIN: 22, TIME_TO_TRIGGER: 12, HOF: 0
[29-05:11:58:25.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1082] [SRC_HO_P] [MRO] AMF_UE_ID: 2082, RSRP_SOURCE: 90, RSRP_TARGET: 87, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 2, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235352328, HO_FAIL_COUNT: 5, HO_MARGIN: 28, TIME_TO_TRIGGER: 10, HOF: 1
[29-05:11:24:40.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1000] [SRC_HO_P] [MRO] AMF_UE_ID: 2000, RSRP_SOURCE: 81, RSRP_TARGET: 79, RSRQ_SOURCE: 18, RSRQ_TARGET: 16, LOAD_SOURCE: 2, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 1, HO_MARGIN: 3, TIME_TO_TRIGGER: 4, HOF: 0
[29-05:11:41:42.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1002] [SRC_HO_P] [MRO] AMF_UE_ID: 2002, RSRP_SOURCE: 76, RSRP_TARGET: 73, RSRQ_SOURCE: 16, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235342328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235352328, HO_FAIL_COUNT: 2, HO_MARGIN: 4, TIME_TO_TRIGGER: 13, HOF: 1
[29-05:12:32:42.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1042] [SRC_HO_P] [MRO] AMF_UE_ID: 2042, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 17, RSRQ_TARGET: 13, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 1, HO_MARGIN: 5, TIME_TO_TRIGGER: 7, HOF: 0
[29-05:11:58:53.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1096] [SRC_HO_P] [MRO] AMF_UE_ID: 2096, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 15, RSRQ_TARGET: 11, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235352328, HO_FAIL_COUNT: 1, HO_MARGIN: 5, TIME_TO_TRIGGER: 10, HOF: 0
[29-05:11:25:00.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1079] [SRC_HO_P] [MRO] AMF_UE_ID: 2079, RSRP_SOURCE: 110, RSRP_TARGET: 104, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 2, HO_MARGIN: 12, TIME_TO_TRIGGER: 3, HOF: 0
[29-05:11:42:06.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1095] [SRC_HO_P] [MRO] AMF_UE_ID: 2095, RSRP_SOURCE: 78, RSRP_TARGET: 75, RSRQ_SOURCE: 19, RSRQ_TARGET: 16, LOAD_SOURCE: 2, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235342328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 5, HO_MARGIN: 23, TIME_TO_TRIGGER: 10, HOF: 0
[29-05:12:16:16.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1051] [SRC_HO_P] [MRO] AMF_UE_ID: 2051, RSRP_SOURCE: 96, RSRP_TARGET: 83, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 3, HO_MARGIN: 12, TIME_TO_TRIGGER: 12, HOF: 0
[29-05:11:25:15.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1064] [SRC_HO_P] [MRO] AMF_UE_ID: 2064, RSRP_SOURCE: 81, RSRP_TARGET: 75, RSRQ_SOURCE: 15, RSRQ_TARGET: 12, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235372328, HO_FAIL_COUNT: 0, HO_MARGIN: 0, TIME_TO_TRIGGER: 10, HOF: 0
[29-05:11:25:20.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1008] [SRC_HO_P] [MRO] AMF_UE_ID: 2008, RSRP_SOURCE: 86, RSRP_TARGET: 83, RSRQ_SOURCE: 16, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 2, HO_MARGIN: 16, TIME_TO_TRIGGER: 1, HOF: 0
[29-05:12:16:40.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1067] [SRC_HO_P] [MRO] AMF_UE_ID: 2067, RSRP_SOURCE: 82, RSRP_TARGET: 80, RSRQ_SOURCE: 14, RSRQ_TARGET: 11, LOAD_SOURCE: 2, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 5, HO_MARGIN: 22, TIME_TO_TRIGGER: 11, HOF: 0
[29-05:12:16:48.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1015] [SRC_HO_P] [MRO] AMF_UE_ID: 2015, RSRP_SOURCE: 100, RSRP_TARGET: 86, RSRQ_SOURCE: 17, RSRQ_TARGET: 13, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235302328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 3, HO_MARGIN: 16, TIME_TO_TRIGGER: 3, HOF: 0
[29-05:12:16:56.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1047] [SRC_HO_P] [MRO] AMF_UE_ID: 2047, RSRP_SOURCE: 103, RSRP_TARGET: 91, RSRQ_SOURCE: 17, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235392328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235322328, HO_FAIL_COUNT: 2, HO_MARGIN: 15, TIME_TO_TRIGGER: 3, HOF: 1
[29-05:11:42:48.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1078] [SRC_HO_P] [MRO] AMF_UE_ID: 2078, RSRP_SOURCE: 79, RSRP_TARGET: 69, RSRQ_SOURCE: 17, RSRQ_TARGET: 15, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 5, HO_MARGIN: 29, TIME_TO_TRIGGER: 8, HOF: 0
[29-05:11:25:45.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1079] [SRC_HO_P] [MRO] AMF_UE_ID: 2079, RSRP_SOURCE: 73, RSRP_TARGET: 75, RSRQ_SOURCE: 16, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235342328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235372328, HO_FAIL_COUNT: 2, HO_MARGIN: 16, TIME_TO_TRIGGER: 4, HOF: 0
[29-05:12:00:10.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1092] [SRC_HO_P] [MRO] AMF_UE_ID: 2092, RSRP_SOURCE: 79, RSRP_TARGET: 69, RSRQ_SOURCE: 15, RSRQ_TARGET: 11, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 2, HO_MARGIN: 7, TIME_TO_TRIGGER: 14, HOF: 0
[29-05:12:17:28.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1074] [SRC_HO_P] [MRO] AMF_UE_ID: 2074, RSRP_SOURCE: 76, RSRP_TARGET: 67, RSRQ_SOURCE: 16, RSRQ_TARGET: 14, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235372328, HO_FAIL_COUNT: 3, HO_MARGIN: 26, TIME_TO_TRIGGER: 3, HOF: 0
[29-05:12:34:48.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1007] [SRC_HO_P] [MRO] AMF_UE_ID: 2007, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 19, RSRQ_TARGET: 16, LOAD_SOURCE: 1, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 0, HO_MARGIN: 21, TIME_TO_TRIGGER: 7, HOF: 0
[29-05:12:00:31.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1024] [SRC_HO_P] [MRO] AMF_UE_ID: 2024, RSRP_SOURCE: 90, RSRP_TARGET: 79, RSRQ_SOURCE: 14, RSRQ_TARGET: 11, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235342328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 1, HO_MARGIN: 0, TIME_TO_TRIGGER: 11, HOF: 0
[29-05:12:17:52.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1015] [SRC_HO_P] [MRO] AMF_UE_ID: 2015, RSRP_SOURCE: 87, RSRP_TARGET: 85, RSRQ_SOURCE: 18, RSRQ_TARGET: 15, LOAD_SOURCE: 2, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235312328, HO_FAIL_COUNT: 3, HO_MARGIN: 17, TIME_TO_TRIGGER: 8, HOF: 0
[29-05:12:35:15.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1033] [SRC_HO_P] [MRO] AMF_UE_ID: 2033, RSRP_SOURCE: 69, RSRP_TARGET: 71, RSRQ_SOURCE: 14, RSRQ_TARGET: 11, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 3, HO_MARGIN: 20, TIME_TO_TRIGGER: 5, HOF: 0
[29-05:11:26:20.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1028] [SRC_HO_P] [MRO] AMF_UE_ID: 2028, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 17, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 0, HO_MARGIN: 25, TIME_TO_TRIGGER: 5, HOF: 0
[29-05:11:26:25.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1072] [SRC_HO_P] [MRO] AMF_UE_ID: 2072, RSRP_SOURCE: 100, RSRP_TARGET: 87, RSRQ_SOURCE: 14, RSRQ_TARGET: 11, LOAD_SOURCE: 1, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235302328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 2, HO_MARGIN: 9, TIME_TO_TRIGGER: 13, HOF: 0
[29-05:11:26:30.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1093] [SRC_HO_P] [MRO] AMF_UE_ID: 2093, RSRP_SOURCE: 82, RSRP_TARGET: 79, RSRQ_SOURCE: 19, RSRQ_TARGET: 15, LOAD_SOURCE: 2, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235392328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235312328, HO_FAIL_COUNT: 2, HO_MARGIN: 27, TIME_TO_TRIGGER: 5, HOF: 1
[29-05:12:01:13.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1066] [SRC_HO_P] [MRO] AMF_UE_ID: 2066, RSRP_SOURCE: 84, RSRP_TARGET: 82, RSRQ_SOURCE: 18, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 1, HO_MARGIN: 26, TIME_TO_TRIGGER: 1, HOF: 0
[29-05:12:01:20.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1067] [SRC_HO_P] [MRO] AMF_UE_ID: 2067, RSRP_SOURCE: 86, RSRP_TARGET: 84, RSRQ_SOURCE: 17, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235372328, HO_FAIL_COUNT: 5, HO_MARGIN: 4, TIME_TO_TRIGGER: 4, HOF: 0
[29-05:11:26:45.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1097] [SRC_HO_P] [MRO] AMF_UE_ID: 2097, RSRP_SOURCE: 81, RSRP_TARGET: 79, RSRQ_SOURCE: 17, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 3, HO_MARGIN: 24, TIME_TO_TRIGGER: 7, HOF: 0
[29-05:12:01:34.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1098] [SRC_HO_P] [MRO] AMF_UE_ID: 2098, RSRP_SOURCE: 79, RSRP_TARGET: 77, RSRQ_SOURCE: 16, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235322328, HO_FAIL_COUNT: 3, HO_MARGIN: 27, TIME_TO_TRIGGER: 2, HOF: 0
[29-05:12:36:27.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1025] [SRC_HO_P] [MRO] AMF_UE_ID: 2025, RSRP_SOURCE: 82, RSRP_TARGET: 79, RSRQ_SOURCE: 19, RSRQ_TARGET: 16, LOAD_SOURCE: 2, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235372328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 0, HO_MARGIN: 19, TIME_TO_TRIGGER: 8, HOF: 0
[29-05:12:01:48.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1078] [SRC_HO_P] [MRO] AMF_UE_ID: 2078, RSRP_SOURCE: 100, RSRP_TARGET: 90, RSRQ_SOURCE: 15, RSRQ_TARGET: 13, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235302328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 5, HO_MARGIN: 18, TIME_TO_TRIGGER: 1, HOF: 0
[29-05:11:44:30.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1019] [SRC_HO_P] [MRO] AMF_UE_ID: 2019, RSRP_SOURCE: 100, RSRP_TARGET: 87, RSRQ_SOURCE: 18, RSRQ_TARGET: 16, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 1, HO_MARGIN: 20, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:11:44:36.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1050] [SRC_HO_P] [MRO] AMF_UE_ID: 2050, RSRP_SOURCE: 61, RSRP_TARGET: 56, RSRQ_SOURCE: 16, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235342328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 4, HO_MARGIN: 24, TIME_TO_TRIGGER: 4, HOF: 0
[29-05:12:37:03.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1050] [SRC_HO_P] [MRO] AMF_UE_ID: 2050, RSRP_SOURCE: 62, RSRP_TARGET: 59, RSRQ_SOURCE: 14, RSRQ_TARGET: 12, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 4, HO_MARGIN: 19, TIME_TO_TRIGGER: 11, HOF: 0
[29-05:12:02:16.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1040] [SRC_HO_P] [MRO] AMF_UE_ID: 2040, RSRP_SOURCE: 108, RSRP_TARGET: 97, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 4, HO_MARGIN: 25, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:11:44:54.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1079] [SRC_HO_P] [MRO] AMF_UE_ID: 2079, RSRP_SOURCE: 70, RSRP_TARGET: 66, RSRQ_SOURCE: 19, RSRQ_TARGET: 17, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235342328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235312328, HO_FAIL_COUNT: 2, HO_MARGIN: 18, TIME_TO_TRIGGER: 14, HOF: 0
[29-05:11:45:00.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1074] [SRC_HO_P] [MRO] AMF_UE_ID: 2074, RSRP_SOURCE: 82, RSRP_TARGET: 76, RSRQ_SOURCE: 17, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235392328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 3, HO_MARGIN: 27, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:11:45:06.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1031] [SRC_HO_P] [MRO] AMF_UE_ID: 2031, RSRP_SOURCE: 67, RSRP_TARGET: 63, RSRQ_SOURCE: 19, RSRQ_TARGET: 17, LOAD_SOURCE: 1, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 1, HO_MARGIN: 16, TIME_TO_TRIGGER: 3, HOF: 0
[29-05:12:20:16.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1079] [SRC_HO_P] [MRO] AMF_UE_ID: 2079, RSRP_SOURCE: 75, RSRP_TARGET: 78, RSRQ_SOURCE: 14, RSRQ_TARGET: 11, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 2, HO_MARGIN: 4, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:12:37:57.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1033] [SRC_HO_P] [MRO] AMF_UE_ID: 2033, RSRP_SOURCE: 90, RSRP_TARGET: 84, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 3, HO_MARGIN: 8, TIME_TO_TRIGGER: 6, HOF: 0
[29-05:11:27:50.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1040] [SRC_HO_P] [MRO] AMF_UE_ID: 2040, RSRP_SOURCE: 81, RSRP_TARGET: 75, RSRQ_SOURCE: 18, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 4, HO_MARGIN: 8, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:11:27:55.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1036] [SRC_HO_P] [MRO] AMF_UE_ID: 2036, RSRP_SOURCE: 67, RSRP_TARGET: 63, RSRQ_SOURCE: 18, RSRQ_TARGET: 16, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235322328, HO_FAIL_COUNT: 2, HO_MARGIN: 7, TIME_TO_TRIGGER: 12, HOF: 0
[29-05:12:03:12.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1057] [SRC_HO_P] [MRO] AMF_UE_ID: 2057, RSRP_SOURCE: 70, RSRP_TARGET: 73, RSRQ_SOURCE: 18, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 5, HO_MARGIN: 24, TIME_TO_TRIGGER: 8, HOF: 0
[29-05:12:38:33.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1018] [SRC_HO_P] [MRO] AMF_UE_ID: 2018, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 14, RSRQ_TARGET: 11, LOAD_SOURCE: 1, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235312328, HO_FAIL_COUNT: 0, HO_MARGIN: 26, TIME_TO_TRIGGER: 14, HOF: 0
[29-05:11:28:10.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1057] [SRC_HO_P] [MRO] AMF_UE_ID: 2057, RSRP_SOURCE: 78, RSRP_TARGET: 68, RSRQ_SOURCE: 18, RSRQ_TARGET: 15, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 5, HO_MARGIN: 29, TIME_TO_TRIGGER: 0, HOF: 0
[29-05:12:21:12.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1083] [SRC_HO_P] [MRO] AMF_UE_ID: 2083, RSRP_SOURCE: 67, RSRP_TARGET: 64, RSRQ_SOURCE: 15, RSRQ_TARGET: 12, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 4, HO_MARGIN: 4, TIME_TO_TRIGGER: 5, HOF: 0
[29-05:11:28:20.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1084] [SRC_HO_P] [MRO] AMF_UE_ID: 2084, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 1, HO_MARGIN: 21, TIME_TO_TRIGGER: 2, HOF: 0
[29-05:12:03:47.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1085] [SRC_HO_P] [MRO] AMF_UE_ID: 2085, RSRP_SOURCE: 66, RSRP_TARGET: 70, RSRQ_SOURCE: 17, RSRQ_TARGET: 15, LOAD_SOURCE: 1, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 2, HO_MARGIN: 26, TIME_TO_TRIGGER: 13, HOF: 1
